MANDT,BILLINGDOCUMENTTYPE,LANGUAGE,BILLINGDOCUMENTTYPENAME
102,YEDF,3,송장
102,YEDF,4,Factură
102,YEDF,5,Račun
102,YEDF,6,Faktura
102,YEDF,7,Invois
102,YEDF,8,Рахунок-фактура
102,YEDF,9,Arve
102,YEDF,A,الفاتورة
102,YEDF,B,חשבונית
102,YEDF,C,Faktura
102,YEDF,D,Rechnung
102,YEDF,E,MH_Exp_W/_MB Invoice
102,YEDF,F,Facture
102,YEDF,G,Τιμολόγιο
102,YEDF,H,Számla
102,YEDF,I,Fattura
102,YEDF,J,請求書
102,YEDF,K,Faktura
102,YEDF,L,Faktura
102,YEDF,M,發票
102,YEDF,N,Factuur
102,YEDF,O,Faktura
102,YEDF,P,Fatura
102,YEDF,Q,Faktúra
102,YEDF,R,Счет
102,YEDF,S,Factura
102,YEDF,T,Fatura
102,YEDF,U,Lasku
102,YEDF,V,Faktura
102,YEDF,W,Фактура
102,YEDF,X,Sąskaita
102,YEDF,Y,Faktūrrēķins
102,YEDF,c,Factura
102,YEDF,d,Faktura
102,YEDF,묩,इनवॉइस
102,YEDF,뱋,Шот-фактура
102,YEDF,쁩,Hóa đơn
102,YEF2,1,发票
102,YEF2,2,ใบกำกับสินค้า
102,YEF2,3,송장
102,YEF2,4,Factură
102,YEF2,5,Račun
102,YEF2,6,Faktura
102,YEF2,7,Invois
102,YEF2,8,Рахунок-фактура
102,YEF2,9,Arve
102,YEF2,A,الفاتورة
102,YEF2,B,חשבונית
102,YEF2,C,Faktura
102,YEF2,D,Rechnung
102,YEF2,E,MH_Emergency Invoice
102,YEF2,F,Facture
102,YEF2,G,Τιμολόγιο
102,YEF2,H,Számla
102,YEF2,I,Fattura
102,YEF2,J,請求書
102,YEF2,K,Faktura
102,YEF2,L,Faktura
102,YEF2,M,發票
102,YEF2,N,Factuur
102,YEF2,O,Faktura
102,YEF2,P,Fatura
102,YEF2,Q,Faktúra
102,YEF2,R,Счет
102,YEF2,S,Factura
102,YEF2,T,Fatura
102,YEF2,U,Lasku
102,YEF2,V,Faktura
102,YEF2,W,Фактура
102,YEF2,X,Sąskaita
102,YEF2,Y,Faktūrrēķins
102,YEF2,c,Factura
102,YEF2,d,Faktura
102,YEF2,묩,इनवॉइस
102,YEF2,뱋,Шот-фактура
102,YEF2,쁩,Hóa đơn
102,YEX2,1,发票
102,YEX2,2,ใบกำกับสินค้า
102,YEX2,3,송장
102,YEX2,4,Factură
102,YEX2,5,Račun
102,YEX2,6,Faktura
102,YEX2,7,Invois
102,YEX2,8,Рахунок-фактура
102,YEX2,9,Arve
102,YEX2,A,الفاتورة
102,YEX2,B,חשבונית
102,YEX2,C,Faktura
102,YEX2,D,Rechnung
102,YEX2,E,MH_Export Invoice
102,YEX2,F,Facture
102,YEX2,G,Τιμολόγιο
102,YEX2,H,Számla
102,YEX2,I,Fattura
102,YEX2,J,請求書
102,YEX2,K,Faktura
102,YEX2,L,Faktura
102,YEX2,M,發票
102,YEX2,N,Factuur
102,YEX2,O,Faktura
102,YEX2,P,Fatura
102,YEX2,Q,Faktúra
102,YEX2,R,Счет
102,YEX2,S,Factura
102,YEX2,T,Fatura
102,YEX2,U,Lasku
102,YEX2,V,Faktura
102,YEX2,W,Фактура
102,YEX2,X,Sąskaita
102,YEX2,Y,Faktūrrēķins
102,YEX2,c,Factura
102,YEX2,d,Faktura
102,YEX2,묩,इनवॉइस
102,YEX2,뱋,Шот-фактура
102,YEX2,쁩,Hóa đơn
102,YF2,1,发票
102,YF2,2,ใบกำกับสินค้า
102,YF2,3,송장
102,YF2,4,Factură
102,YF2,5,Račun
102,YF2,6,Faktura
102,YF2,7,Invois
102,YF2,8,Рахунок-фактура
102,YF2,9,Arve
102,YF2,A,الفاتورة
102,YF2,B,חשבונית
102,YF2,C,Faktura
102,YF2,D,Rechnung
102,YF2,E,Invoice
102,YF2,F,Facture
102,YF2,G,Τιμολόγιο
102,YF2,H,Számla
102,YF2,I,Fattura
102,YF2,J,請求書
102,YF2,K,Faktura
102,YF2,L,Faktura
102,YF2,M,發票
102,YF2,N,Factuur
102,YF2,O,Faktura
102,YF2,P,Fatura
102,YF2,Q,Faktúra
102,YF2,R,Счет
102,YF2,S,Factura
102,YF2,T,Fatura
102,YF2,U,Lasku
102,YF2,V,Faktura
102,YF2,W,Фактура
102,YF2,X,Sąskaita
102,YF2,Y,Faktūrrēķins
102,YF2,c,Factura
102,YF2,d,Faktura
102,YF2,묩,इनवॉइस
102,YF2,뱋,Шот-фактура
102,YF2,쁩,Hóa đơn
102,YF5,1,形式订单
102,YF5,2,รายการชั่วคราวสำหรับใบสั่ง
102,YF5,3,오더 견적
102,YF5,4,Pro forma pt.comandă
102,YF5,5,Proforma za naročilo
102,YF5,6,Pro forma za nalog
102,YF5,7,Pro Forma untuk Pesanan
102,YF5,8,Проформа для замовлення
102,YF5,9,Esialgn.arve tell-le
102,YF5,A,شكلي للأمر
102,YF5,B,פרופורמה להזמנה
102,YF5,C,Proforma pro zakáz.
102,YF5,D,Pro-forma für Auftrag
102,YF5,E,MH_Pro Forma for Order
102,YF5,F,Facture proforma pour commande
102,YF5,G,Pro Forma για Εντολή
102,YF5,H,Pro forma rend.-hez
102,YF5,I,Proforma per ordine
102,YF5,J,受注のプロフォーマ
102,YF5,K,Proforma til ordre
102,YF5,L,Pro forma zlecenia
102,YF5,M,預估訂單
102,YF5,N,Pro-forma voor order
102,YF5,O,Proforma for ordre
102,YF5,P,Pro-forma p/ordem
102,YF5,Q,Proforma pre zákaz.
102,YF5,R,Счет-проформа для заказа
102,YF5,S,Proforma para pedido
102,YF5,T,Sprş.proforma ftr.
102,YF5,U,Proforma tilausta varten
102,YF5,V,Proforma för order
102,YF5,W,Проформа за поръчка
102,YF5,X,Išank.do k.užsakymui
102,YF5,Y,Pasūtījuma pro forma
102,YF5,c,Pro-forma p.comanda
102,YF5,d,Pro forma za nalog
102,YF5,묩,ऑर्डर हेतु अग्रिम
102,YF5,뱋,Тапсырысқа арналған проформа
102,YF5,쁩,Hđơnbgiá cho đhàng
102,YF8,1,交货的形式发票
102,YF8,2,ใบกำกับสินค้าชั่วคราวสำหรับการส่งมอบ
102,YF8,3,납품 프로 포마 송장
102,YF8,4,Factură pro forma pt.livrare
102,YF8,5,Proforma račun za dobavo
102,YF8,6,Pro forma faktura za isporuku
102,YF8,7,Invois Pro Forma untuk Penghantaran
102,YF8,8,Проформа для поставки
102,YF8,9,Esialgne arve tarne eest
102,YF8,A,فاتورة شكلية للتسليم
102,YF8,B,חשבונית פרופורמה עבור אספקה
102,YF8,C,Proforma faktura pro dodávku
102,YF8,D,Pro-forma-Rechnung für Lieferung
102,YF8,E,MH_Pro Forma Inv f Dlv
102,YF8,F,Facture proforma pour livraison
102,YF8,G,ProForma Τιμολόγιο για Παράδοση
102,YF8,H,Pro forma számla szállításhoz
102,YF8,I,Fattura proforma per consegna
102,YF8,J,出荷のプロフォーマインボイス
102,YF8,K,Proformafaktura for levering
102,YF8,L,Faktura pro forma dla dost.
102,YF8,M,交貨的預估發票
102,YF8,N,Pro-formafactuur voor levering
102,YF8,O,Proformafaktura for levering
102,YF8,P,Fatura pro forma p/remessa
102,YF8,Q,Proforma fakt.pre dodávku
102,YF8,R,Счет-проформа для поставки
102,YF8,S,Factura proforma para entrega
102,YF8,T,Teslimat için proforma faturası
102,YF8,U,Proformalasku toimitusta varten
102,YF8,V,Pro forma-faktura för leverans
102,YF8,W,Проформа фактура за доставка
102,YF8,X,Išankst. dok. sąsk. pristat.
102,YF8,Y,Faktūrrēķina pro forma piegādei
102,YF8,c,Factura pro-forma p.lliurament
102,YF8,d,Pro forma faktura za isporuku
102,YF8,묩,वितरण हेतु अग्रिम इनवॉइस
102,YF8,뱋,Жетк.арн.порф.-шот
102,YF8,쁩,Hóa đơn tạm để giao hàng
102,YFAZ,1,预付款请求
102,YFAZ,2,คำขอให้ชำระเงินดาวน์
102,YFAZ,3,선금 요청
102,YFAZ,4,Cerere plată în avans
102,YFAZ,5,Zahteva za predplač.
102,YFAZ,6,Zahtjev za predujam
102,YFAZ,7,Permintaan Bayaran Pendahuluan
102,YFAZ,8,Вимога авансового платежу
102,YFAZ,9,Ettemaksetaotlus
102,YFAZ,A,طلب دَفعة مقدّمة
102,YFAZ,B,בקשת מקדמה
102,YFAZ,C,Požadavek na zálohu
102,YFAZ,D,Anzahlungsanforderung
102,YFAZ,E,MH_Down Payment Request
102,YFAZ,F,Demande d'acompte
102,YFAZ,G,Αίτηση Προκαταβολής
102,YFAZ,H,Előlegigénylés
102,YFAZ,I,Richiesta di acconto
102,YFAZ,J,前受金請求
102,YFAZ,K,Anmodning om forudbetaling
102,YFAZ,L,Żądanie zaliczki
102,YFAZ,M,訂金請求
102,YFAZ,N,Vooruitbetalingsaanvraag
102,YFAZ,O,Anmodning om forskuddsbetaling
102,YFAZ,P,Solicitação de adiantamento
102,YFAZ,Q,Požiadavka na zálohu
102,YFAZ,R,Требование авансового платежа
102,YFAZ,S,Solicitud de anticipo
102,YFAZ,T,Peşinat talebi
102,YFAZ,U,Ennakkomaksupyyntö
102,YFAZ,V,Förskottsanmodan
102,YFAZ,W,Искане за авансово плащане
102,YFAZ,X,Išankst. dalinio mokėj. reik.
102,YFAZ,Y,Avansa maksājuma pieprasījums
102,YFAZ,c,Sol·licitud de bestreta
102,YFAZ,d,Zahtev za avans
102,YFAZ,묩,तत्काल भुगतान अनुरोध
102,YFAZ,뱋,Аванстық төлем талабы
102,YFAZ,쁩,Yêu cầu trả trước
102,YFC2,1,发票
102,YFC2,2,ใบกำกับสินค้า
102,YFC2,3,송장
102,YFC2,4,Factură
102,YFC2,5,Račun
102,YFC2,6,Faktura
102,YFC2,7,Invois
102,YFC2,8,Рахунок-фактура
102,YFC2,9,Arve
102,YFC2,A,الفاتورة
102,YFC2,B,חשבונית
102,YFC2,C,Faktura
102,YFC2,D,Rechnung
102,YFC2,E,MH_FOC Invoice
102,YFC2,F,Facture
102,YFC2,G,Τιμολόγιο
102,YFC2,H,Számla
102,YFC2,I,Fattura
102,YFC2,J,請求書
102,YFC2,K,Faktura
102,YFC2,L,Faktura
102,YFC2,M,發票
102,YFC2,N,Factuur
102,YFC2,O,Faktura
102,YFC2,P,Fatura
102,YFC2,Q,Faktúra
102,YFC2,R,Счет
102,YFC2,S,Factura
102,YFC2,T,Fatura
102,YFC2,U,Lasku
102,YFC2,V,Faktura
102,YFC2,W,Фактура
102,YFC2,X,Sąskaita
102,YFC2,Y,Faktūrrēķins
102,YFC2,c,Factura
102,YFC2,d,Faktura
102,YFC2,묩,इनवॉइस
102,YFC2,뱋,Шот-фактура
102,YFC2,쁩,Hóa đơn
102,YFV,1,发票
102,YFV,2,ใบกำกับสินค้า
102,YFV,3,송장
102,YFV,4,Factură
102,YFV,5,Račun
102,YFV,6,Faktura
102,YFV,7,Invois
102,YFV,8,Рахунок-фактура
102,YFV,9,Arve
102,YFV,A,الفاتورة
102,YFV,B,חשבונית
102,YFV,C,Faktura
102,YFV,D,Rechnung
102,YFV,E,MH_Invoice Contract
102,YFV,F,Facture
102,YFV,G,Τιμολόγιο
102,YFV,H,Számla
102,YFV,I,Fattura
102,YFV,J,請求書
102,YFV,K,Faktura
102,YFV,L,Faktura
102,YFV,M,發票
102,YFV,N,Factuur
102,YFV,O,Faktura
102,YFV,P,Fatura
102,YFV,Q,Faktúra
102,YFV,R,Счет
102,YFV,S,Factura
102,YFV,T,Fatura
102,YFV,U,Lasku
102,YFV,V,Faktura
102,YFV,W,Фактура
102,YFV,X,Sąskaita
102,YFV,Y,Faktūrrēķins
102,YFV,c,Factura
102,YFV,d,Faktura
102,YFV,묩,इनवॉइस
102,YFV,뱋,Шот-фактура
102,YFV,쁩,Hóa đơn
102,YFXP,1,形式订单
102,YFXP,2,รายการชั่วคราวสำหรับใบสั่ง
102,YFXP,3,오더 견적
102,YFXP,4,Pro forma pt.comandă
102,YFXP,5,Proforma za naročilo
102,YFXP,6,Pro forma za nalog
102,YFXP,7,Pro Forma untuk Pesanan
102,YFXP,8,Проформа для замовлення
102,YFXP,9,Esialgn.arve tell-le
102,YFXP,A,شكلي للأمر
102,YFXP,B,פרופורמה להזמנה
102,YFXP,C,Proforma pro zakáz.
102,YFXP,D,Pro-forma für Auftrag
102,YFXP,E,Sub Cont Chalan
102,YFXP,F,Facture proforma pour commande
102,YFXP,G,Pro Forma για Εντολή
102,YFXP,H,Pro forma rend.-hez
102,YFXP,I,Proforma per ordine
102,YFXP,J,受注のプロフォーマ
102,YFXP,K,Proforma til ordre
102,YFXP,L,Pro forma zlecenia
102,YFXP,M,預估訂單
102,YFXP,N,Pro-forma voor order
102,YFXP,O,Proforma for ordre
102,YFXP,P,Pro-forma p/ordem
102,YFXP,Q,Proforma pre zákaz.
102,YFXP,R,Счет-проформа для заказа
102,YFXP,S,Proforma para pedido
102,YFXP,T,Sprş.proforma ftr.
102,YFXP,U,Proforma tilausta varten
102,YFXP,V,Proforma för order
102,YFXP,W,Проформа за поръчка
102,YFXP,X,Išank.do k.užsakymui
102,YFXP,Y,Pasūtījuma pro forma
102,YFXP,c,Pro-forma p.comanda
102,YFXP,d,Pro forma za nalog
102,YFXP,묩,ऑर्डर हेतु अग्रिम
102,YFXP,뱋,Тапсырысқа арналған проформа
102,YFXP,쁩,Hđơnbgiá cho đhàng
102,YG2,1,贷项凭证
102,YG2,2,ใบลดหนี้
102,YG2,3,대변 메모
102,YG2,4,Credit memo
102,YG2,5,Dobropis
102,YG2,6,Odobrenje
102,YG2,7,Memo Kredit
102,YG2,8,Кредитове авізо
102,YG2,9,Kreeditarve
102,YG2,A,المذكرة الدائنة
102,YG2,B,הודעת זיכוי
102,YG2,C,Dobropis
102,YG2,D,Gutschrift
102,YG2,E,MH_Credit Memo
102,YG2,F,Avoir
102,YG2,G,Πιστωτικό Σημείωμα
102,YG2,H,Jóváírás
102,YG2,I,Nota di credito
102,YG2,J,クレジットメモ
102,YG2,K,Kreditnota
102,YG2,L,Faktura korygująca minus
102,YG2,M,貸項通知單
102,YG2,N,Creditnota
102,YG2,O,Kreditnota
102,YG2,P,Nota de crédito
102,YG2,Q,Dobropis
102,YG2,R,Кредитовое авизо
102,YG2,S,Nota de crédito
102,YG2,T,Alacak dekontu
102,YG2,U,Hyvitys
102,YG2,V,Kreditnota
102,YG2,W,Кредитно авизо
102,YG2,X,Kreditinė sąskaita
102,YG2,Y,Kredītrēķins
102,YG2,c,Nota d'abonament
102,YG2,d,Odobrenje
102,YG2,묩,क्रेडिट मेमो
102,YG2,뱋,Кредиттік авизо
102,YG2,쁩,Giấy ghi Có
102,YICR,1,贷项凭证
102,YICR,2,ใบลดหนี้
102,YICR,3,대변 메모
102,YICR,4,Credit memo
102,YICR,5,Dobropis
102,YICR,6,Odobrenje
102,YICR,7,Memo Kredit
102,YICR,8,Кредитове авізо
102,YICR,9,Kreeditarve
102,YICR,A,المذكرة الدائنة
102,YICR,B,הודעת זיכוי
102,YICR,C,Dobropis
102,YICR,D,Gutschrift
102,YICR,E,MH_IN_Cre Memo Retro
102,YICR,F,Avoir
102,YICR,G,Πιστωτικό Σημείωμα
102,YICR,H,Jóváírás
102,YICR,I,Nota di credito
102,YICR,J,クレジットメモ
102,YICR,K,Kreditnota
102,YICR,L,Faktura korygująca minus
102,YICR,M,貸項通知單
102,YICR,N,Creditnota
102,YICR,O,Kreditnota
102,YICR,P,Nota de crédito
102,YICR,Q,Dobropis
102,YICR,R,Кредитовое авизо
102,YICR,S,Nota de crédito
102,YICR,T,Alacak dekontu
102,YICR,U,Hyvitys
102,YICR,V,Kreditnota
102,YICR,W,Кредитно авизо
102,YICR,X,Kreditinė sąskaita
102,YICR,Y,Kredītrēķins
102,YICR,c,Nota d'abonament
102,YICR,d,Odobrenje
102,YICR,묩,क्रेडिट मेमो
102,YICR,뱋,Кредиттік авизо
102,YICR,쁩,Giấy ghi Có
102,YIDR,1,借项凭证
102,YIDR,2,ใบเพิ่มหนี้
102,YIDR,3,차변 메모
102,YIDR,4,Debit memo
102,YIDR,5,Bremepis
102,YIDR,6,Terećenje
102,YIDR,7,Memo Debit
102,YIDR,8,Дебетове авізо
102,YIDR,9,Deebetarve
102,YIDR,A,مذكرة مدين
102,YIDR,B,הודעת חיוב
102,YIDR,C,Vrubopis
102,YIDR,D,Lastschrift
102,YIDR,E,MH_IN_Deb Memo Retro
102,YIDR,F,Note de débit
102,YIDR,G,Χρεωστικό Σημείωμα
102,YIDR,H,Terhelés
102,YIDR,I,Nota di debito
102,YIDR,J,デビットメモ
102,YIDR,K,Debetnota
102,YIDR,L,Faktura koryg. plus
102,YIDR,M,借項通知單
102,YIDR,N,Debetnota
102,YIDR,O,Debetnota
102,YIDR,P,Nota de débito
102,YIDR,Q,Ťarchopis
102,YIDR,R,Дебетовое авизо
102,YIDR,S,Nota de cargo
102,YIDR,T,Borç dekontu
102,YIDR,U,Veloituslasku
102,YIDR,V,Debetnota
102,YIDR,W,Дебитно авизо
102,YIDR,X,Debetinė sąskaita
102,YIDR,Y,Debeta avizo
102,YIDR,c,Nota càrrec
102,YIDR,d,Zaduženje
102,YIDR,묩,डेबिट मेमो
102,YIDR,뱋,Дебет авизосы
102,YIDR,쁩,Giấy ghi nợ
102,YIN1,1,发票
102,YIN1,2,ใบกำกับสินค้า
102,YIN1,3,송장
102,YIN1,4,Factură
102,YIN1,5,Račun
102,YIN1,6,Faktura
102,YIN1,7,Invois
102,YIN1,8,Рахунок-фактура
102,YIN1,9,Arve
102,YIN1,A,الفاتورة
102,YIN1,B,חשבונית
102,YIN1,C,Faktura
102,YIN1,D,Rechnung
102,YIN1,E,MH_Interstate invoice
102,YIN1,F,Facture
102,YIN1,G,Τιμολόγιο
102,YIN1,H,Számla
102,YIN1,I,Fattura
102,YIN1,J,請求書
102,YIN1,K,Faktura
102,YIN1,L,Faktura
102,YIN1,M,發票
102,YIN1,N,Factuur
102,YIN1,O,Faktura
102,YIN1,P,Fatura
102,YIN1,Q,Faktúra
102,YIN1,R,Счет
102,YIN1,S,Factura
102,YIN1,T,Fatura
102,YIN1,U,Lasku
102,YIN1,V,Faktura
102,YIN1,W,Фактура
102,YIN1,X,Sąskaita
102,YIN1,Y,Faktūrrēķins
102,YIN1,c,Factura
102,YIN1,d,Faktura
102,YIN1,묩,इनवॉइस
102,YIN1,뱋,Шот-фактура
102,YIN1,쁩,Hóa đơn
102,YIN2,1,形式订单
102,YIN2,2,รายการชั่วคราวสำหรับใบสั่ง
102,YIN2,3,오더 견적
102,YIN2,4,Pro forma pt.comandă
102,YIN2,5,Proforma za naročilo
102,YIN2,6,Pro forma za nalog
102,YIN2,7,Pro Forma untuk Pesanan
102,YIN2,8,Проформа для замовлення
102,YIN2,9,Esialgn.arve tell-le
102,YIN2,A,شكلي للأمر
102,YIN2,B,פרופורמה להזמנה
102,YIN2,C,Proforma pro zakáz.
102,YIN2,D,Pro-forma für Auftrag
102,YIN2,E,MH_Intra state / Inter com STO
102,YIN2,F,Facture proforma pour commande
102,YIN2,G,Pro Forma για Εντολή
102,YIN2,H,Pro forma rend.-hez
102,YIN2,I,Proforma per ordine
102,YIN2,J,受注のプロフォーマ
102,YIN2,K,Proforma til ordre
102,YIN2,L,Pro forma zlecenia
102,YIN2,M,預估訂單
102,YIN2,N,Pro-forma voor order
102,YIN2,O,Proforma for ordre
102,YIN2,P,Pro-forma p/ordem
102,YIN2,Q,Proforma pre zákaz.
102,YIN2,R,Счет-проформа для заказа
102,YIN2,S,Proforma para pedido
102,YIN2,T,Sprş.proforma ftr.
102,YIN2,U,Proforma tilausta varten
102,YIN2,V,Proforma för order
102,YIN2,W,Проформа за поръчка
102,YIN2,X,Išank.do k.užsakymui
102,YIN2,Y,Pasūtījuma pro forma
102,YIN2,c,Pro-forma p.comanda
102,YIN2,d,Pro forma za nalog
102,YIN2,묩,ऑर्डर हेतु अग्रिम
102,YIN2,뱋,Тапсырысқа арналған проформа
102,YIN2,쁩,Hđơnbgiá cho đhàng
102,YJF2,1,发票
102,YJF2,2,ใบกำกับสินค้า
102,YJF2,3,송장
102,YJF2,4,Factură
102,YJF2,5,Račun
102,YJF2,6,Faktura
102,YJF2,7,Invois
102,YJF2,8,Рахунок-фактура
102,YJF2,9,Arve
102,YJF2,A,الفاتورة
102,YJF2,B,חשבונית
102,YJF2,C,Faktura
102,YJF2,D,Rechnung
102,YJF2,E,MH_JIT Sch. Agrmnt Invoice
102,YJF2,F,Facture
102,YJF2,G,Τιμολόγιο
102,YJF2,H,Számla
102,YJF2,I,Fattura
102,YJF2,J,請求書
102,YJF2,K,Faktura
102,YJF2,L,Faktura
102,YJF2,M,發票
102,YJF2,N,Factuur
102,YJF2,O,Faktura
102,YJF2,P,Fatura
102,YJF2,Q,Faktúra
102,YJF2,R,Счет
102,YJF2,S,Factura
102,YJF2,T,Fatura
102,YJF2,U,Lasku
102,YJF2,V,Faktura
102,YJF2,W,Фактура
102,YJF2,X,Sąskaita
102,YJF2,Y,Faktūrrēķins
102,YJF2,c,Factura
102,YJF2,d,Faktura
102,YJF2,묩,इनवॉइस
102,YJF2,뱋,Шот-фактура
102,YJF2,쁩,Hóa đơn
102,YL2,1,借项凭证
102,YL2,2,ใบเพิ่มหนี้
102,YL2,3,차변 메모
102,YL2,4,Debit memo
102,YL2,5,Bremepis
102,YL2,6,Terećenje
102,YL2,7,Memo Debit
102,YL2,8,Дебетове авізо
102,YL2,9,Deebetarve
102,YL2,A,مذكرة مدين
102,YL2,B,הודעת חיוב
102,YL2,C,Vrubopis
102,YL2,D,Lastschrift
102,YL2,E,MH_Debit Memo
102,YL2,F,Note de débit
102,YL2,G,Χρεωστικό Σημείωμα
102,YL2,H,Terhelés
102,YL2,I,Nota di debito
102,YL2,J,デビットメモ
102,YL2,K,Debetnota
102,YL2,L,Faktura koryg. plus
102,YL2,M,借項通知單
102,YL2,N,Debetnota
102,YL2,O,Debetnota
102,YL2,P,Nota de débito
102,YL2,Q,Ťarchopis
102,YL2,R,Дебетовое авизо
102,YL2,S,Nota de cargo
102,YL2,T,Borç dekontu
102,YL2,U,Veloituslasku
102,YL2,V,Debetnota
102,YL2,W,Дебитно авизо
102,YL2,X,Debetinė sąskaita
102,YL2,Y,Debeta avizo
102,YL2,c,Nota càrrec
102,YL2,d,Zaduženje
102,YL2,묩,डेबिट मेमो
102,YL2,뱋,Дебет авизосы
102,YL2,쁩,Giấy ghi nợ
102,YLG,1,贷项凭证清单
102,YLG,2,รายการใบลดหนี้
102,YLG,3,대변 메모 리스트
102,YLG,4,Listă credit memo
102,YLG,5,Seznam dobropisov
102,YLG,6,List odobrenja
102,YLG,7,Senarai Memo Kredit
102,YLG,8,Список кредит.авізо
102,YLG,9,Kreeditarve loend
102,YLG,A,قائمة مذكرات الدائن
102,YLG,B,רשימת הודעות זיכוי
102,YLG,C,Seznam dobropisů
102,YLG,D,Gutschriftsliste
102,YLG,E,MH_Credit Memo List
102,YLG,F,Liste d'avoirs
102,YLG,G,Λίστ.Πιστ.Σημειωμάτ.
102,YLG,H,Jóváíráslista
102,YLG,I,Lista note cred.
102,YLG,J,クレジットメモ一覧
102,YLG,K,Kreditnotaliste
102,YLG,L,Lista faktur KM
102,YLG,M,貸項通知單清單
102,YLG,N,Creditnotalijst
102,YLG,O,Kreditnotaliste
102,YLG,P,Lista nota crédito
102,YLG,Q,Zoznam dobropisov
102,YLG,R,Список кред. авизо
102,YLG,S,Lista de abonos
102,YLG,T,Alacak dekontu lst.
102,YLG,U,Hyvityslaskuluettelo
102,YLG,V,Krediteringslista
102,YLG,W,Списък кредит. авизо
102,YLG,X,Kred. sąsk. sąr.
102,YLG,Y,Kredīta avizo sar.
102,YLG,c,Llista d'abonaments
102,YLG,d,Lista odobrenja
102,YLG,묩,क्रेडिट मेमो सूची
102,YLG,뱋,Кред.авиз.тізімі
102,YLG,쁩,Ds giấy ghi có
102,YLGS,1,取消贷项凭证清单
102,YLGS,2,ยกเลิกรายการใบลดหนี้
102,YLGS,3,대변메모리스트 취소
102,YLGS,4,AnulareListăCredMemo
102,YLGS,5,Preklic seznama dobropisov
102,YLGS,6,Otkaži listu odobrenja
102,YLGS,7,Batal Senarai Memo Kredit
102,YLGS,8,Скасувати список кредитових авізо
102,YLGS,9,Kreed-arve loe. tüh.
102,YLGS,A,إلغاء قائمة مذكرة دائن
102,YLGS,B,בטל רשימת הודעות זיכוי
102,YLGS,C,Storno sezn.dobrop.
102,YLGS,D,Storno Gutschriftenliste
102,YLGS,E,MH_Cancel Cred.Mem.List
102,YLGS,F,Annulation de liste d'avoirs
102,YLGS,G,Ακύρ.Λίστ.Πιστ.Σημ.
102,YLGS,H,Jóváíráslista stornózása
102,YLGS,I,Storno lista accred.
102,YLGS,J,クレジットメモ一覧取消
102,YLGS,K,Ann. kreditnotaliste
102,YLGS,L,Stor.l. fak.kor.min.
102,YLGS,M,取消貸項通知單清單
102,YLGS,N,Storno cred.nota-lst
102,YLGS,O,Annuller kreditnotaliste
102,YLGS,P,Estorno Listas NCréd
102,YLGS,Q,Zrušiť zoznam dobr.
102,YLGS,R,Сторно спис. кредитовых авизо
102,YLGS,S,Anul.lista de abonos
102,YLGS,T,Alc.dkn.lst.ters kyt
102,YLGS,U,Per. hyv.laskuluett.
102,YLGS,V,Annullera kreditnotlista
102,YLGS,W,Отказ списък кредитни известия
102,YLGS,X,Anul.kred.sąsk.sąr.
102,YLGS,Y,Atcelt kredīta avizo sarakstu
102,YLGS,c,Anul.llst.abonaments
102,YLGS,d,Otkaži listu odobr.
102,YLGS,묩,क्रे.मे.सूची रद्द क.
102,YLGS,뱋,Кред.авиз.тіз.болд.
102,YLGS,쁩,Hủy ds.giấybáocó
102,YLR,1,发票清单
102,YLR,2,รายการใบกำกับสินค้า
102,YLR,3,송장 리스트
102,YLR,4,Listă de facturi
102,YLR,5,Seznam računov
102,YLR,6,Lista faktura
102,YLR,7,Senarai Invois
102,YLR,8,Сп.рах.-фак.
102,YLR,9,Arvete loend
102,YLR,A,قائمة الفواتير
102,YLR,B,רשימת חשבוניות
102,YLR,C,Seznam faktur
102,YLR,D,Rechnungsliste
102,YLR,E,MH_Invoice List
102,YLR,F,Liste de factures
102,YLR,G,Λίστα τιμολογίων
102,YLR,H,Számlalista
102,YLR,I,Lista fatture
102,YLR,J,請求書一覧
102,YLR,K,Fakturaliste
102,YLR,L,Lista faktur
102,YLR,M,發票清單
102,YLR,N,Factuurlijst
102,YLR,O,Fakturaliste
102,YLR,P,Lista de faturas
102,YLR,Q,Zoznam faktúr
102,YLR,R,Список счетов
102,YLR,S,Lista de facturas
102,YLR,T,Fatura listesi
102,YLR,U,Laskuluettelo
102,YLR,V,Fakturalista
102,YLR,W,Списък фактури
102,YLR,X,Sąskaitų sąrašas
102,YLR,Y,Rēķinu saraksts
102,YLR,c,Llista factures
102,YLR,d,Lista faktura
102,YLR,묩,इनवॉइस सूची
102,YLR,뱋,Шоттар тізімі
102,YLR,쁩,Danh sách Hóa đơn
102,YLRS,1,发票清单
102,YLRS,2,รายการใบกำกับสินค้า
102,YLRS,3,송장 리스트
102,YLRS,4,Listă de facturi
102,YLRS,5,Seznam računov
102,YLRS,6,Lista faktura
102,YLRS,7,Senarai Invois
102,YLRS,8,Сп.рах.-фак.
102,YLRS,9,Arvete loend
102,YLRS,A,قائمة الفواتير
102,YLRS,B,רשימת חשבוניות
102,YLRS,C,Seznam faktur
102,YLRS,D,Rechnungsliste
102,YLRS,E,MH_Cancel Invoice List
102,YLRS,F,Liste de factures
102,YLRS,G,Λίστα τιμολογίων
102,YLRS,H,Számlalista
102,YLRS,I,Lista fatture
102,YLRS,J,請求書一覧
102,YLRS,K,Fakturaliste
